040003012,"Alat penampi sudah ditangan-Nya. Ia akan membersihkan tempat pengirikan-Nya dan mengumpulkan gandum-Nya ke dalam lumbung, tetapi debu jerami itu akan dibakar-Nya dalam api yang tidak terpadamkan.$"
040003013,"Maka datanglah Yesus dari Galilea ke Yordan kepada Yohanes untuk dibaptis olehnya."
040003014,"Tetapi Yohanes mencegah Dia, katanya: $Akulah yang perlu dibaptis oleh-Mu, dan Engkau yang datang kepadaku?$"
040003015,"Lalu Yesus menjawab, kata-Nya kepadanya: $Biarlah hal itu terjadi, karena demikianlah sepatutnya kita menggenapkan seluruh kehendak Allah.$ Dan Yohanes pun menuruti-Nya."
040003016,"Sesudah dibaptis, Yesus segera keluar dari air dan pada waktu itu juga langit terbuka dan Ia melihat Roh Allah seperti burung merpati turun ke atas-Nya,"
040003017,"lalu terdengarlah suara dari sorga yang mengatakan: $Inilah Anak-Ku yang Kukasihi, kepada-Nyalah Aku berkenan.$"
040004001,"Maka Yesus dibawa oleh Roh ke padang gurun untuk dicobai Iblis."
040004002,"Dan setelah berpuasa empat puluh hari dan empat puluh malam, akhirnya laparlah Yesus."
040004003,"Lalu datanglah si pencoba itu dan berkata kepada-Nya: $Jika Engkau Anak Allah, perintahkanlah supaya batu-batu ini menjadi roti.$"
040004004,"Tetapi Yesus menjawab: $Ada tertulis: Manusia hidup bukan dari roti saja, tetapi dari setiap firman yang keluar dari mulut Allah.$"
040004005,"Kemudian Iblis membawa-Nya ke Kota Suci dan menempatkan Dia di bubungan Bait Allah,"
040004006,"lalu berkata kepada-Nya: $Jika Engkau Anak Allah, jatuhkanlah diri-Mu ke bawah, sebab ada tertulis: Mengenai Engkau Ia akan memerintahkan malaikat-malaikat-Nya dan mereka akan menatang Engkau di atas tangannya, supaya kaki-Mu jangan terantuk kepada batu.$"
040004007,"Yesus berkata kepadanya: $Ada pula tertulis: Janganlah engkau mencobai Tuhan, Allahmu!$"
040004008,"Dan Iblis membawa-Nya pula ke atas gunung yang sangat tinggi dan memperlihatkan kepada-Nya semua kerajaan dunia dengan kemegahannya,"
040004009,"dan berkata kepada-Nya: $Semua itu akan kuberikan kepada-Mu, jika Engkau sujud menyembah aku.$"
040004010,"Maka berkatalah Yesus kepadanya: $Enyahlah, Iblis! Sebab ada tertulis: Engkau harus menyembah Tuhan, Allahmu, dan hanya kepada Dia sajalah engkau berbakti!$"
040004011,"Lalu Iblis meninggalkan Dia, dan lihatlah, malaikat-malaikat datang melayani Yesus."
040004012,"Tetapi waktu Yesus mendengar, bahwa Yohanes telah ditangkap, menyingkirlah Ia ke Galilea."
040004013,"Ia meninggalkan Nazaret dan diam di Kapernaum, di tepi danau, di daerah Zebulon dan Naftali,"
040004014,"supaya genaplah firman yang disampaikan oleh nabi Yesaya:"
040004015,"$Tanah Zebulon dan tanah Naftali, jalan ke laut, daerah seberang sungai Yordan, Galilea, wilayah bangsa-bangsa lain, --"
040004016,"bangsa yang diam dalam kegelapan, telah melihat Terang yang besar dan bagi mereka yang diam di negeri yang dinaungi maut, telah terbit Terang.$"
040004017,"Sejak waktu itulah Yesus memberitakan: $Bertobatlah, sebab Kerajaan Sorga sudah dekat!$"
040004018,"Dan ketika Yesus sedang berjalan menyusur danau Galilea, Ia melihat dua orang bersaudara, yaitu Simon yang disebut Petrus, dan Andreas, saudaranya. Mereka sedang menebarkan jala di danau, sebab mereka penjala ikan."
040004019,"Yesus berkata kepada mereka: $Mari, ikutlah Aku, dan kamu akan Kujadikan penjala manusia.$"
040004020,"Lalu mereka pun segera meninggalkan jalanya dan mengikuti Dia."
040004021,"Dan setelah Yesus pergi dari sana, dilihat-Nya pula dua orang bersaudara, yaitu Yakobus anak Zebedeus dan Yohanes saudaranya, bersama ayah mereka, Zebedeus, sedang membereskan jala di dalam perahu. Yesus memanggil mereka"
040004022,"dan mereka segera meninggalkan perahu serta ayahnya, lalu mengikuti Dia."
040004023,"Yesus pun berkeliling di seluruh Galilea; Ia mengajar dalam rumah-rumah ibadat dan memberitakan Injil Kerajaan Allah serta melenyapkan segala penyakit dan kelemahan di antara bangsa itu."
040004024,"Maka tersiarlah berita tentang Dia di seluruh Siria dan dibawalah kepada-Nya semua orang yang buruk keadaannya, yang menderita pelbagai penyakit dan sengsara, yang kerasukan, yang sakit ayan dan yang lumpuh, lalu Yesus menyembuhkan mereka."
040004025,"Maka orang banyak berbondong-bondong mengikuti Dia. Mereka datang dari Galilea dan dari Dekapolis, dari Yerusalem dan dari Yudea dan dari seberang Yordan."
040005001,"Ketika Yesus melihat orang banyak itu, naiklah Ia ke atas bukit dan setelah Ia duduk, datanglah murid-murid-Nya kepada-Nya."
040005002,"Maka Yesus pun mulai berbicara dan mengajar mereka, kata-Nya:"
040005003,"$Berbahagialah orang yang miskin di hadapan Allah,<br>karena merekalah yang empunya Kerajaan Sorga."
040005004,"Berbahagialah orang yang berdukacita,<br>karena mereka akan dihibur."
040005005,"Berbahagialah orang yang lemah lembut,<br>karena mereka akan memiliki bumi."
040005006,"Berbahagialah orang yang lapar dan haus akan kebenaran,<br>karena mereka akan dipuaskan."
040005007,"Berbahagialah orang yang murah hatinya,<br>karena mereka akan beroleh kemurahan."
040005008,"Berbahagialah orang yang suci hatinya,<br>karena mereka akan melihat Allah."
040005009,"Berbahagialah orang yang membawa damai,<br>karena mereka akan disebut anak-anak Allah."
040005010,"Berbahagialah orang yang dianiaya oleh sebab kebenaran,<br>karena merekalah yang empunya Kerajaan Sorga."
040005011,"Berbahagialah kamu, jika karena Aku kamu dicela dan dianiaya dan kepadamu difitnahkan segala yang jahat."
040005012,"Bersukacita dan bergembiralah, karena upahmu besar di sorga, sebab demikian juga telah dianiaya nabi-nabi yang sebelum kamu.$"
040005013,"$Kamu adalah garam dunia. Jika garam itu menjadi tawar, dengan apakah ia diasinkan? Tidak ada lagi gunanya selain dibuang dan diinjak orang."
040005014,"Kamu adalah terang dunia. Kota yang terletak di atas gunung tidak mungkin tersembunyi."
040005015,"Lagipula orang tidak menyalakan pelita lalu meletakkannya di bawah gantang, melainkan di atas kaki dian sehingga menerangi semua orang di dalam rumah itu."
040005016,"Demikianlah hendaknya terangmu bercahaya di depan orang, supaya mereka melihat perbuatanmu yang baik dan memuliakan Bapamu yang di sorga.$"
040005017,"$Janganlah kamu menyangka, bahwa Aku datang untuk meniadakan hukum Taurat atau kitab para nabi. Aku datang bukan untuk meniadakannya, melainkan untuk menggenapinya."
040005018,"Karena Aku berkata kepadamu: Sesungguhnya selama belum lenyap langit dan bumi ini, satu iota atau satu titik pun tidak akan ditiadakan dari hukum Taurat, sebelum semuanya terjadi."
040005019,"Karena itu siapa yang meniadakan salah satu perintah hukum Taurat sekalipun yang paling kecil, dan mengajarkannya demikian kepada orang lain, ia akan menduduki tempat yang paling rendah di dalam Kerajaan Sorga; tetapi siapa yang melakukan dan mengajarkan segala perintah-perintah hukum Taurat, ia akan menduduki tempat yang tinggi di dalam Kerajaan Sorga."
040005020,"Maka Aku berkata kepadamu: Jika hidup keagamaanmu tidak lebih benar dari pada hidup keagamaan ahli-ahli Taurat dan orang-orang Farisi, sesungguhnya kamu tidak akan masuk ke dalam Kerajaan Sorga."
040005021,"Kamu telah mendengar yang difirmankan kepada nenek moyang kita: Jangan membunuh; siapa yang membunuh harus dihukum."
040005022,"Tetapi Aku berkata kepadamu: Setiap orang yang marah terhadap saudaranya harus dihukum; siapa yang berkata kepada saudaranya: Kafir! harus dihadapkan ke Mahkamah Agama dan siapa yang berkata: Jahil! harus diserahkan ke dalam neraka yang menyala-nyala."
040005023,"Sebab itu, jika engkau mempersembahkan persembahanmu di atas mezbah dan engkau teringat akan sesuatu yang ada dalam hati saudaramu terhadap engkau,"
040005024,"tinggalkanlah persembahanmu di depan mezbah itu dan pergilah berdamai dahulu dengan saudaramu, lalu kembali untuk mempersembahkan persembahanmu itu."
040005025,"Segeralah berdamai dengan lawanmu selama engkau bersama-sama dengan dia di tengah jalan, supaya lawanmu itu jangan menyerahkan engkau kepada hakim dan hakim itu menyerahkan engkau kepada pembantunya dan engkau dilemparkan ke dalam penjara."
040005026,"Aku berkata kepadamu: Sesungguhnya engkau tidak akan keluar dari sana, sebelum engkau membayar hutangmu sampai lunas."
040005027,"Kamu telah mendengar firman: Jangan berzinah."
040005028,"Tetapi Aku berkata kepadamu: Setiap orang yang memandang perempuan serta menginginkannya, sudah berzinah dengan dia di dalam hatinya."
040005029,"Maka jika matamu yang kanan menyesatkan engkau, cungkillah dan buanglah itu, karena lebih baik bagimu jika satu dari anggota tubuhmu binasa, dari pada tubuhmu dengan utuh dicampakkan ke dalam neraka."
040005030,"Dan jika tanganmu yang kanan menyesatkan engkau, penggallah dan buanglah itu, karena lebih baik bagimu jika satu dari anggota tubuhmu binasa dari pada tubuhmu dengan utuh masuk neraka."
040005031,"Telah difirmankan juga: Siapa yang menceraikan isterinya harus memberi surat cerai kepadanya."
040005032,"Tetapi Aku berkata kepadamu: Setiap orang yang menceraikan isterinya kecuali karena zinah, ia menjadikan isterinya berzinah; dan siapa yang kawin dengan perempuan yang diceraikan, ia berbuat zinah."
040005033,"Kamu telah mendengar pula yang difirmankan kepada nenek moyang kita: Jangan bersumpah palsu, melainkan peganglah sumpahmu di depan Tuhan."
040005034,"Tetapi Aku berkata kepadamu: Janganlah sekali-kali bersumpah, baik demi langit, karena langit adalah takhta Allah,"
040005035,"maupun demi bumi, karena bumi adalah tumpuan kaki-Nya, ataupun demi Yerusalem, karena Yerusalem adalah kota Raja Besar;"
040005036,"janganlah juga engkau bersumpah demi kepalamu, karena engkau tidak berkuasa memutihkan atau menghitamkan sehelai rambut pun."
040005037,"Jika ya, hendaklah kamu katakan: ya, jika tidak, hendaklah kamu katakan: tidak. Apa yang lebih dari pada itu berasal dari si jahat."
040005038,"Kamu telah mendengar firman: Mata ganti mata dan gigi ganti gigi."
040005039,"Tetapi Aku berkata kepadamu: Janganlah kamu melawan orang yang berbuat jahat kepadamu, melainkan siapa pun yang menampar pipi kananmu, berilah juga kepadanya pipi kirimu."
040005040,"Dan kepada orang yang hendak mengadukan engkau karena mengingini bajumu, serahkanlah juga jubahmu."
040005041,"Dan siapa pun yang memaksa engkau berjalan sejauh satu mil, berjalanlah bersama dia sejauh dua mil."
040005042,"Berilah kepada orang yang meminta kepadamu dan janganlah menolak orang yang mau meminjam dari padamu."
040005043,"Kamu telah mendengar firman: Kasihilah sesamamu manusia dan bencilah musuhmu."
040005044,"Tetapi Aku berkata kepadamu: Kasihilah musuhmu dan berdoalah bagi mereka yang menganiaya kamu."
040005045,"Karena dengan demikianlah kamu menjadi anak-anak Bapamu yang di sorga, yang menerbitkan matahari bagi orang yang jahat dan orang yang baik dan menurunkan hujan bagi orang yang benar dan orang yang tidak benar."
040005046,"Apabila kamu mengasihi orang yang mengasihi kamu, apakah upahmu? Bukankah pemungut cukai juga berbuat demikian?"
040005047,"Dan apabila kamu hanya memberi salam kepada saudara-saudaramu saja, apakah lebihnya dari pada perbuatan orang lain? Bukankah orang yang tidak mengenal Allah pun berbuat demikian?"
040005048,"Karena itu haruslah kamu sempurna, sama seperti Bapamu yang di sorga adalah sempurna.$"
040006001,"$Ingatlah, jangan kamu melakukan kewajiban agamamu di hadapan orang supaya dilihat mereka, karena jika demikian, kamu tidak beroleh upah dari Bapamu yang di sorga."
040006002,"Jadi apabila engkau memberi sedekah, janganlah engkau mencanangkan hal itu, seperti yang dilakukan orang munafik di rumah-rumah ibadat dan di lorong-lorong, supaya mereka dipuji orang. Aku berkata kepadamu: Sesungguhnya mereka sudah mendapat upahnya."
040006003,"Tetapi jika engkau memberi sedekah, janganlah diketahui tangan kirimu apa yang diperbuat tangan kananmu."
040006004,"Hendaklah sedekahmu itu diberikan dengan tersembunyi, maka Bapamu yang melihat yang tersembunyi akan membalasnya kepadamu.$"
040006005,"$Dan apabila kamu berdoa, janganlah berdoa seperti orang munafik. Mereka suka mengucapkan doanya dengan berdiri dalam rumah-rumah ibadat dan pada tikungan-tikungan jalan raya, supaya mereka dilihat orang. Aku berkata kepadamu: Sesungguhnya mereka sudah mendapat upahnya."
040006006,"Tetapi jika engkau berdoa, masuklah ke dalam kamarmu, tutuplah pintu dan berdoalah kepada Bapamu yang ada di tempat tersembunyi. Maka Bapamu yang melihat yang tersembunyi akan membalasnya kepadamu."
040006007,"Lagipula dalam doamu itu janganlah kamu bertele-tele seperti kebiasaan orang yang tidak mengenal Allah. Mereka menyangka bahwa karena banyaknya kata-kata doanya akan dikabulkan."
040006008,"Jadi janganlah kamu seperti mereka, karena Bapamu mengetahui apa yang kamu perlukan, sebelum kamu minta kepada-Nya."
040006009,"Karena itu berdoalah demikian:<br>Bapa kami yang di sorga,<br>Dikuduskanlah nama-Mu,"
040006010,"datanglah Kerajaan-Mu,<br>jadilah kehendak-Mu<br>di bumi seperti di sorga."
040006011,"Berikanlah kami pada hari ini makanan kami yang secukupnya"
040006012,"dan ampunilah kami akan kesalahan kami, seperti kami juga mengampuni orang yang bersalah kepada kami;"
040006013,"dan janganlah membawa kami ke dalam pencobaan,<br>tetapi lepaskanlah kami dari pada yang jahat.<br>[Karena Engkaulah yang empunya Kerajaan dan kuasa dan kemuliaan sampai selama-lamanya. Amin.]"
040006014,"Karena jikalau kamu mengampuni kesalahan orang, Bapamu yang di sorga akan mengampuni kamu juga."
040006015,"Tetapi jikalau kamu tidak mengampuni orang, Bapamu juga tidak akan mengampuni kesalahanmu.$"
040006016,"$Dan apabila kamu berpuasa, janganlah muram mukamu seperti orang munafik. Mereka mengubah air mukanya, supaya orang melihat bahwa mereka sedang berpuasa. Aku berkata kepadamu: Sesungguhnya mereka sudah mendapat upahnya."
040006017,"Tetapi apabila engkau berpuasa, minyakilah kepalamu dan cucilah mukamu,"
040006018,"supaya jangan dilihat oleh orang bahwa engkau sedang berpuasa, melainkan hanya oleh Bapamu yang ada di tempat tersembunyi. Maka Bapamu yang melihat yang tersembunyi akan membalasnya kepadamu.$"
040006019,"$Janganlah kamu mengumpulkan harta di bumi; di bumi ngengat dan karat merusakkannya dan pencuri membongkar serta mencurinya."
040006020,"Tetapi kumpulkanlah bagimu harta di sorga; di sorga ngengat dan karat tidak merusakkannya dan pencuri tidak membongkar serta mencurinya."
040006021,"Karena di mana hartamu berada, di situ juga hatimu berada."
040006022,"Mata adalah pelita tubuh. Jika matamu baik, teranglah seluruh tubuhmu;"
040006023,"jika matamu jahat, gelaplah seluruh tubuhmu. Jadi jika terang yang ada padamu gelap, betapa gelapnya kegelapan itu."
040006024,"Tak seorang pun dapat mengabdi kepada dua tuan. Karena jika demikian, ia akan membenci yang seorang dan mengasihi yang lain, atau ia akan setia kepada yang seorang dan tidak mengindahkan yang lain. Kamu tidak dapat mengabdi kepada Allah dan kepada Mamon.$"
040006025,"$Karena itu Aku berkata kepadamu: Janganlah kuatir akan hidupmu, akan apa yang hendak kamu makan atau minum, dan janganlah kuatir pula akan tubuhmu, akan apa yang hendak kamu pakai. Bukankah hidup itu lebih penting dari pada makanan dan tubuh itu lebih penting dari pada pakaian?"
040006026,"Pandanglah burung-burung di langit, yang tidak menabur dan tidak menuai dan tidak mengumpulkan bekal dalam lumbung, namun diberi makan oleh Bapamu yang di sorga. Bukankah kamu jauh melebihi burung-burung itu?"
040006027,"Siapakah di antara kamu yang karena kekuatirannya dapat menambahkan sehasta saja pada jalan hidupnya?"
040006028,"Dan mengapa kamu kuatir akan pakaian? Perhatikanlah bunga bakung di ladang, yang tumbuh tanpa bekerja dan tanpa memintal,"
040006029,"namun Aku berkata kepadamu: Salomo dalam segala kemegahannya pun tidak berpakaian seindah salah satu dari bunga itu."
040006030,"Jadi jika demikian Allah mendandani rumput di ladang, yang hari ini ada dan besok dibuang ke dalam api, tidakkah Ia akan terlebih lagi mendandani kamu, hai orang yang kurang percaya?"
040006031,"Sebab itu janganlah kamu kuatir dan berkata: Apakah yang akan kami makan? Apakah yang akan kami minum? Apakah yang akan kami pakai?"
040006032,"Semua itu dicari bangsa-bangsa yang tidak mengenal Allah. Akan tetapi Bapamu yang di sorga tahu, bahwa kamu memerlukan semuanya itu."
040006033,"Tetapi carilah dahulu Kerajaan Allah dan kebenarannya, maka semuanya itu akan ditambahkan kepadamu."
040006034,"Sebab itu janganlah kamu kuatir akan hari besok, karena hari besok mempunyai kesusahannya sendiri. Kesusahan sehari cukuplah untuk sehari.$"
040007001,"$Jangan kamu menghakimi, supaya kamu tidak dihakimi."
040007002,"Karena dengan penghakiman yang kamu pakai untuk menghakimi, kamu akan dihakimi dan ukuran yang kamu pakai untuk mengukur, akan diukurkan kepadamu."
040007003,"Mengapakah engkau melihat selumbar di mata saudaramu, sedangkan balok di dalam matamu tidak engkau ketahui?"
040007004,"Bagaimanakah engkau dapat berkata kepada saudaramu: Biarlah aku mengeluarkan selumbar itu dari matamu, padahal ada balok di dalam matamu."
040007005,"Hai orang munafik, keluarkanlah dahulu balok dari matamu, maka engkau akan melihat dengan jelas untuk mengeluarkan selumbar itu dari mata saudaramu.$"
040007006,"$Jangan kamu memberikan barang yang kudus kepada anjing dan jangan kamu melemparkan mutiaramu kepada babi, supaya jangan diinjak-injaknya dengan kakinya, lalu ia berbalik mengoyak kamu.$"
040007007,"$Mintalah, maka akan diberikan kepadamu; carilah, maka kamu akan mendapat; ketoklah, maka pintu akan dibukakan bagimu."
040007008,"Karena setiap orang yang meminta, menerima dan setiap orang yang mencari, mendapat dan setiap orang yang mengetok, baginya pintu dibukakan."
040007009,"Adakah seorang dari padamu yang memberi batu kepada anaknya, jika ia meminta roti,"
040007010,"atau memberi ular, jika ia meminta ikan?"
040007011,"Jadi jika kamu yang jahat tahu memberi pemberian yang baik kepada anak-anakmu, apalagi Bapamu yang di sorga! Ia akan memberikan yang baik kepada mereka yang meminta kepada-Nya.$"
040007012,"$Segala sesuatu yang kamu kehendaki supaya orang perbuat kepadamu, perbuatlah demikian juga kepada mereka. Itulah isi seluruh hukum Taurat dan kitab para nabi."
040007013,"Masuklah melalui pintu yang sesak itu, karena lebarlah pintu dan luaslah jalan yang menuju kepada kebinasaan, dan banyak orang yang masuk melaluinya;"
040007014,"karena sesaklah pintu dan sempitlah jalan yang menuju kepada kehidupan, dan sedikit orang yang mendapatinya.$"
040007015,"$Waspadalah terhadap nabi-nabi palsu yang datang kepadamu dengan menyamar seperti domba, tetapi sesungguhnya mereka adalah serigala yang buas."
040007016,"Dari buahnyalah kamu akan mengenal mereka. Dapatkah orang memetik buah anggur dari semak duri atau buah ara dari rumput duri?"
040007017,"Demikianlah setiap pohon yang baik menghasilkan buah yang baik, sedang pohon yang tidak baik menghasilkan buah yang tidak baik."
040007018,"Tidak mungkin pohon yang baik itu menghasilkan buah yang tidak baik, ataupun pohon yang tidak baik itu menghasilkan buah yang baik."
040007019,"Dan setiap pohon yang tidak menghasilkan buah yang baik, pasti ditebang dan dibuang ke dalam api."
040007020,"Jadi dari buahnyalah kamu akan mengenal mereka."
040007021,"Bukan setiap orang yang berseru kepada-Ku: Tuhan, Tuhan! akan masuk ke dalam Kerajaan Sorga, melainkan dia yang melakukan kehendak Bapa-Ku yang di sorga."
